Info 0    [17:10:10.695] Starting TS Server
Info 231  [17:11:02.171] getCompletionsAtPosition: isCompletionListBlocker: 0.008046150207519531
Info 232  [17:11:02.171] Returning an empty list because completion was requested in an invalid position.
Info 233  [17:11:02.176] getCompletionData: Get current token: 0.03251218795776367
Info 234  [17:11:02.176] getCompletionData: Is inside comment: 0.06028604507446289
Info 235  [17:11:02.177] getCompletionData: Get previous token 1: 0.13024187088012695
Info 236  [17:11:02.178] getCompletionData: Get previous token 2: 0.07436704635620117
Info 237  [17:11:02.178] getCompletionsAtPosition: isCompletionListBlocker: 0.010155200958251953
Info 238  [17:11:02.178] Returning an empty list because completion was requested in an invalid position.
Info 239  [17:11:11.374] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 240  [17:11:11.411] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 33 structureChanged: false Elapsed: 36.18411207199097ms
Info 241  [17:11:11.411] Different program with same set of files:: structureIsReused:: 2
Info 242  [17:11:12.679] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 243  [17:11:12.715] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 34 structureChanged: false Elapsed: 35.03741121292114ms
Info 244  [17:11:12.715] Different program with same set of files:: structureIsReused:: 2
Info 245  [17:11:13.305] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 246  [17:11:13.345] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 35 structureChanged: false Elapsed: 39.86496591567993ms
Info 247  [17:11:13.346] Different program with same set of files:: structureIsReused:: 2
Info 248  [17:11:13.647] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 249  [17:11:13.682] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 36 structureChanged: false Elapsed: 34.95194721221924ms
Info 250  [17:11:13.682] Different program with same set of files:: structureIsReused:: 2
Info 251  [17:11:14.121] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 252  [17:11:14.162] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 37 structureChanged: false Elapsed: 40.66748094558716ms
Info 253  [17:11:14.162] Different program with same set of files:: structureIsReused:: 2
Info 254  [17:11:17.698] DirectoryWatcher:: Triggered with /users/karlhex/workspace/src/flyingwings/flyingerp/node_modules/.cache/babel-loader/471eaa381dfc61a021a917fae8912ade.json.gz :: WatchInfo: /users/karlhex/workspace/src/flyingwings/flyingerp/node_modules 1 undefined Project:  WatchType: node_modules for closed script infos in them
Info 255  [17:11:17.698] Elapsed:: 0.040088653564453125ms DirectoryWatcher:: Triggered with /users/karlhex/workspace/src/flyingwings/flyingerp/node_modules/.cache/babel-loader/471eaa381dfc61a021a917fae8912ade.json.gz :: WatchInfo: /users/karlhex/workspace/src/flyingwings/flyingerp/node_modules 1 undefined Project:  WatchType: node_modules for closed script infos in them
Info 256  [17:11:17.698] DirectoryWatcher:: Triggered with /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules/.cache/babel-loader/471eaa381dfc61a021a917fae8912ade.json.gz :: WatchInfo: /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 257  [17:11:17.698] Elapsed:: 0.029686927795410156ms DirectoryWatcher:: Triggered with /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules/.cache/babel-loader/471eaa381dfc61a021a917fae8912ade.json.gz :: WatchInfo: /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 258  [17:11:17.698] DirectoryWatcher:: Triggered with /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules/.cache/babel-loader/471eaa381dfc61a021a917fae8912ade.json.gz :: WatchInfo: /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules 1 undefined Project: /dev/null/autoImportProviderProject1* WatchType: Failed Lookup Locations
Info 259  [17:11:17.698] Elapsed:: 0.02146625518798828ms DirectoryWatcher:: Triggered with /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules/.cache/babel-loader/471eaa381dfc61a021a917fae8912ade.json.gz :: WatchInfo: /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules 1 undefined Project: /dev/null/autoImportProviderProject1* WatchType: Failed Lookup Locations
Info 260  [17:12:00.032] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 261  [17:12:00.117] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 38 structureChanged: false Elapsed: 83.77941131591797ms
Info 262  [17:12:00.117] Different program with same set of files:: structureIsReused:: 2
Info 263  [17:12:00.875] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 264  [17:12:00.933] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 39 structureChanged: false Elapsed: 58.00878286361694ms
Info 265  [17:12:00.933] Different program with same set of files:: structureIsReused:: 2
Info 266  [17:12:00.969] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 267  [17:12:01.017] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 40 structureChanged: false Elapsed: 47.53519535064697ms
Info 268  [17:12:01.017] Different program with same set of files:: structureIsReused:: 2
Info 269  [17:12:01.673] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 270  [17:12:01.728] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 41 structureChanged: false Elapsed: 55.2470588684082ms
Info 271  [17:12:01.728] Different program with same set of files:: structureIsReused:: 2
Info 272  [17:12:01.732] getCompletionData: Get current token: 0.029790878295898438
Info 273  [17:12:01.732] getCompletionData: Is inside comment: 0.01314401626586914
Info 274  [17:12:01.733] getCompletionData: Get previous token 1: 0.07050704956054688
Info 275  [17:12:01.733] getCompletionData: Get previous token 2: 0.15907526016235352
Info 276  [17:12:01.733] getCompletionsAtPosition: isCompletionListBlocker: 0.40606689453125
Info 277  [17:12:01.742] getSymbolsFromOtherSourceFileExports: Using cached list
Info 278  [17:12:01.746] getCompletionData: Semantic work: 12.165464878082275
Info 279  [17:12:01.752] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.154968738555908
Info 280  [17:12:01.766] getCompletionData: Get current token: 0.02098703384399414
Info 281  [17:12:01.766] getCompletionData: Is inside comment: 0.0075531005859375
Info 282  [17:12:01.766] getCompletionData: Get previous token 1: 0.04430437088012695
Info 283  [17:12:01.766] getCompletionData: Get previous token 2: 0.044480323791503906
Info 284  [17:12:01.766] getCompletionsAtPosition: isCompletionListBlocker: 0.005323886871337891
Info 285  [17:12:01.785] getSymbolsFromOtherSourceFileExports: Using cached list
Info 286  [17:12:01.791] getCompletionData: Semantic work: 25.033694744110107
Info 287  [17:12:01.798] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 6.72591495513916
Info 288  [17:12:01.808] getCompletionData: Get current token: 0.02336406707763672
Info 289  [17:12:01.808] getCompletionData: Is inside comment: 0.012510299682617188
Info 290  [17:12:01.808] getCompletionData: Get previous token 1: 0.04916238784790039
Info 291  [17:12:01.808] getCompletionData: Get previous token 2: 0.039809226989746094
Info 292  [17:12:01.809] getCompletionsAtPosition: isCompletionListBlocker: 0.011157035827636719
Info 293  [17:12:01.812] getSymbolsFromOtherSourceFileExports: Using cached list
Info 294  [17:12:01.813] getCompletionData: Semantic work: 3.8967299461364746
Info 295  [17:12:01.818] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.615378379821777
Info 296  [17:12:03.298] DirectoryWatcher:: Triggered with /users/karlhex/workspace/src/flyingwings/flyingerp/node_modules/.cache/babel-loader/2b176787770981594920d98a094dbe02.json.gz :: WatchInfo: /users/karlhex/workspace/src/flyingwings/flyingerp/node_modules 1 undefined Project:  WatchType: node_modules for closed script infos in them
Info 297  [17:12:03.298] Elapsed:: 0.18190908432006836ms DirectoryWatcher:: Triggered with /users/karlhex/workspace/src/flyingwings/flyingerp/node_modules/.cache/babel-loader/2b176787770981594920d98a094dbe02.json.gz :: WatchInfo: /users/karlhex/workspace/src/flyingwings/flyingerp/node_modules 1 undefined Project:  WatchType: node_modules for closed script infos in them
Info 298  [17:12:03.298] DirectoryWatcher:: Triggered with /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules/.cache/babel-loader/2b176787770981594920d98a094dbe02.json.gz :: WatchInfo: /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 299  [17:12:03.298] Elapsed:: 0.14020776748657227ms DirectoryWatcher:: Triggered with /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules/.cache/babel-loader/2b176787770981594920d98a094dbe02.json.gz :: WatchInfo: /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 300  [17:12:03.298] DirectoryWatcher:: Triggered with /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules/.cache/babel-loader/2b176787770981594920d98a094dbe02.json.gz :: WatchInfo: /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules 1 undefined Project: /dev/null/autoImportProviderProject1* WatchType: Failed Lookup Locations
Info 301  [17:12:03.298] Elapsed:: 0.02184581756591797ms DirectoryWatcher:: Triggered with /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules/.cache/babel-loader/2b176787770981594920d98a094dbe02.json.gz :: WatchInfo: /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules 1 undefined Project: /dev/null/autoImportProviderProject1* WatchType: Failed Lookup Locations
Info 302  [17:21:53.159] DirectoryWatcher:: Triggered with /users/karlhex/workspace/src/flyingwings/flyingerp/node_modules/.cache/babel-loader/e908f794d124e99d9e015084624686ca.json.gz :: WatchInfo: /users/karlhex/workspace/src/flyingwings/flyingerp/node_modules 1 undefined Project:  WatchType: node_modules for closed script infos in them
Info 303  [17:21:53.164] Elapsed:: 0.515099048614502ms DirectoryWatcher:: Triggered with /users/karlhex/workspace/src/flyingwings/flyingerp/node_modules/.cache/babel-loader/e908f794d124e99d9e015084624686ca.json.gz :: WatchInfo: /users/karlhex/workspace/src/flyingwings/flyingerp/node_modules 1 undefined Project:  WatchType: node_modules for closed script infos in them
Info 304  [17:21:53.165] DirectoryWatcher:: Triggered with /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules/.cache/babel-loader/e908f794d124e99d9e015084624686ca.json.gz :: WatchInfo: /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 305  [17:21:53.165] Elapsed:: 0.16536712646484375ms DirectoryWatcher:: Triggered with /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules/.cache/babel-loader/e908f794d124e99d9e015084624686ca.json.gz :: WatchInfo: /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 306  [17:21:53.165] DirectoryWatcher:: Triggered with /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules/.cache/babel-loader/e908f794d124e99d9e015084624686ca.json.gz :: WatchInfo: /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules 1 undefined Project: /dev/null/autoImportProviderProject1* WatchType: Failed Lookup Locations
Info 307  [17:21:53.166] Elapsed:: 0.07289934158325195ms DirectoryWatcher:: Triggered with /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules/.cache/babel-loader/e908f794d124e99d9e015084624686ca.json.gz :: WatchInfo: /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules 1 undefined Project: /dev/null/autoImportProviderProject1* WatchType: Failed Lookup Locations
Info 308  [17:21:53.199] DirectoryWatcher:: Triggered with /users/karlhex/workspace/src/flyingwings/flyingerp/node_modules/.cache/babel-loader/e908f794d124e99d9e015084624686ca.json.gz :: WatchInfo: /users/karlhex/workspace/src/flyingwings/flyingerp/node_modules 1 undefined Project:  WatchType: node_modules for closed script infos in them
Info 309  [17:21:53.199] Elapsed:: 0.03840923309326172ms DirectoryWatcher:: Triggered with /users/karlhex/workspace/src/flyingwings/flyingerp/node_modules/.cache/babel-loader/e908f794d124e99d9e015084624686ca.json.gz :: WatchInfo: /users/karlhex/workspace/src/flyingwings/flyingerp/node_modules 1 undefined Project:  WatchType: node_modules for closed script infos in them
Info 310  [17:21:53.199] DirectoryWatcher:: Triggered with /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules/.cache/babel-loader/e908f794d124e99d9e015084624686ca.json.gz :: WatchInfo: /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 311  [17:21:53.199] Elapsed:: 0.035243988037109375ms DirectoryWatcher:: Triggered with /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules/.cache/babel-loader/e908f794d124e99d9e015084624686ca.json.gz :: WatchInfo: /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 312  [17:21:53.199] DirectoryWatcher:: Triggered with /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules/.cache/babel-loader/e908f794d124e99d9e015084624686ca.json.gz :: WatchInfo: /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules 1 undefined Project: /dev/null/autoImportProviderProject1* WatchType: Failed Lookup Locations
Info 313  [17:21:53.199] Elapsed:: 0.029569625854492188ms DirectoryWatcher:: Triggered with /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules/.cache/babel-loader/e908f794d124e99d9e015084624686ca.json.gz :: WatchInfo: /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules 1 undefined Project: /dev/null/autoImportProviderProject1* WatchType: Failed Lookup Locations
Info 314  [18:18:18.286] DirectoryWatcher:: Triggered with /users/karlhex/workspace/src/flyingwings/flyingerp/node_modules/.cache/babel-loader/5303a07bfbf8b98c1fd0e7691d8be442.json.gz :: WatchInfo: /users/karlhex/workspace/src/flyingwings/flyingerp/node_modules 1 undefined Project:  WatchType: node_modules for closed script infos in them
Info 315  [18:18:18.290] Elapsed:: 0.528411865234375ms DirectoryWatcher:: Triggered with /users/karlhex/workspace/src/flyingwings/flyingerp/node_modules/.cache/babel-loader/5303a07bfbf8b98c1fd0e7691d8be442.json.gz :: WatchInfo: /users/karlhex/workspace/src/flyingwings/flyingerp/node_modules 1 undefined Project:  WatchType: node_modules for closed script infos in them
Info 316  [18:18:18.291] DirectoryWatcher:: Triggered with /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules/.cache/babel-loader/5303a07bfbf8b98c1fd0e7691d8be442.json.gz :: WatchInfo: /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 317  [18:18:18.291] Elapsed:: 0.20485305786132812ms DirectoryWatcher:: Triggered with /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules/.cache/babel-loader/5303a07bfbf8b98c1fd0e7691d8be442.json.gz :: WatchInfo: /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 318  [18:18:18.292] DirectoryWatcher:: Triggered with /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules/.cache/babel-loader/5303a07bfbf8b98c1fd0e7691d8be442.json.gz :: WatchInfo: /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules 1 undefined Project: /dev/null/autoImportProviderProject1* WatchType: Failed Lookup Locations
Info 319  [18:18:18.292] Elapsed:: 0.07179021835327148ms DirectoryWatcher:: Triggered with /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules/.cache/babel-loader/5303a07bfbf8b98c1fd0e7691d8be442.json.gz :: WatchInfo: /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules 1 undefined Project: /dev/null/autoImportProviderProject1* WatchType: Failed Lookup Locations
Info 320  [18:18:26.472] DirectoryWatcher:: Triggered with /users/karlhex/workspace/src/flyingwings/flyingerp/node_modules/.cache/babel-loader/80d591f4cf751b0b3716e9ffa3216b08.json.gz :: WatchInfo: /users/karlhex/workspace/src/flyingwings/flyingerp/node_modules 1 undefined Project:  WatchType: node_modules for closed script infos in them
Info 321  [18:18:26.472] Elapsed:: 0.08426666259765625ms DirectoryWatcher:: Triggered with /users/karlhex/workspace/src/flyingwings/flyingerp/node_modules/.cache/babel-loader/80d591f4cf751b0b3716e9ffa3216b08.json.gz :: WatchInfo: /users/karlhex/workspace/src/flyingwings/flyingerp/node_modules 1 undefined Project:  WatchType: node_modules for closed script infos in them
Info 322  [18:18:26.472] DirectoryWatcher:: Triggered with /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules/.cache/babel-loader/80d591f4cf751b0b3716e9ffa3216b08.json.gz :: WatchInfo: /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 323  [18:18:26.472] Elapsed:: 0.02910614013671875ms DirectoryWatcher:: Triggered with /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules/.cache/babel-loader/80d591f4cf751b0b3716e9ffa3216b08.json.gz :: WatchInfo: /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 324  [18:18:26.472] DirectoryWatcher:: Triggered with /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules/.cache/babel-loader/80d591f4cf751b0b3716e9ffa3216b08.json.gz :: WatchInfo: /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules 1 undefined Project: /dev/null/autoImportProviderProject1* WatchType: Failed Lookup Locations
Info 325  [18:18:26.472] Elapsed:: 0.01908588409423828ms DirectoryWatcher:: Triggered with /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules/.cache/babel-loader/80d591f4cf751b0b3716e9ffa3216b08.json.gz :: WatchInfo: /Users/karlhex/WorkSpace/src/FlyingWings/FlyingERP/node_modules 1 undefined Project: /dev/null/autoImportProviderProject1* WatchType: Failed Lookup Locations
